"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","ih2ef.gouv.fr/185.75.143.93","443","INFO","HTTP","",""
"pre_128cipher","ih2ef.gouv.fr/185.75.143.93","443","INFO","No 128 cipher limit bug","",""
"SSLv2","ih2ef.gouv.fr/185.75.143.93","443","OK","not offered","",""
"TLS1","ih2ef.gouv.fr/185.75.143.93","443","INFO","not offered","",""
"TLS1_1","ih2ef.gouv.fr/185.75.143.93","443","INFO","not offered","",""
"TLS1_2","ih2ef.gouv.fr/185.75.143.93","443","OK","offered","",""
"TLS1_3","ih2ef.gouv.fr/185.75.143.93","443","OK","offered with final","",""
"ALPN_HTTP2","ih2ef.gouv.fr/185.75.143.93","443","OK","h2","",""
"ALPN","ih2ef.gouv.fr/185.75.143.93","443","INFO","http/1.1","",""
"cipherlist_NULL","ih2ef.gouv.fr/185.75.143.93","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","ih2ef.gouv.fr/185.75.143.93","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","ih2ef.gouv.fr/185.75.143.93","443","OK","not offered","","CWE-327"
"cipherlist_LOW","ih2ef.gouv.fr/185.75.143.93","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","ih2ef.gouv.fr/185.75.143.93","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","ih2ef.gouv.fr/185.75.143.93","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","ih2ef.gouv.fr/185.75.143.93","443","INFO","not offered","",""
"cipherlist_STRONG_FS","ih2ef.gouv.fr/185.75.143.93","443","OK","offered","",""
"cipher-tls1_2_xc030","ih2ef.gouv.fr/185.75.143.93","443","OK","TLSv1.2   xc030   ECDHE-RSA-AES256-GCM-SHA384       ECDH 521   AESGCM      256      TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384","",""
